72.00	23.41	100.53
51.00	107.39	104.93
115.00	21.94	23.87
53.00	38.54	58.54
54.00	62.47	122.02
77.00	50.75	29.24
120.00	98.11	131.78
57.00	101.53	48.29
50.00	64.42	53.17
48.00	51.73	98.58
37.00	80.54	105.90
106.00	97.14	113.23
51.00	83.95	57.07
85.00	34.15	47.31
82.00	86.88	125.43
114.00	54.66	19.48
65.00	72.23	102.00
64.00	49.29	49.75
83.00	95.67	103.46
111.00	70.77	61.96
116.00	88.35	48.29
84.00	25.85	121.04
58.00	38.05	94.18
90.00	110.32	105.41
68.00	61.00	39.50
54.00	88.84	115.67
94.00	56.61	132.76
54.00	48.31	115.67
121.00	109.83	123.48
60.00	24.87	67.33
125.00	90.30	100.53
47.00	94.21	97.60
69.00	82.49	103.95
78.00	67.35	46.82
74.00	73.21	55.61
94.00	84.93	114.69
79.00	78.09	36.08
94.00	57.59	42.91
106.00	87.86	104.93
106.00	98.11	103.46
86.00	75.65	112.74
88.00	89.32	46.82
115.00	79.07	54.63
64.00	26.82	90.77
119.00	87.37	143.99
61.00	76.63	112.74
108.00	90.79	124.46
61.00	62.96	100.04
82.00	44.40	49.26
77.00	74.19	122.02
75.00	80.05	48.29
70.00	98.60	112.25
122.00	96.65	53.66
82.00	87.86	96.14
79.00	58.56	119.57
114.00	92.25	37.54
128.00	104.46	115.18
66.00	32.68	102.00
111.00	78.09	112.25
65.00	88.84	43.89
64.00	39.03	110.79
73.00	67.84	112.74
98.00	78.09	120.55
117.00	88.84	59.52
108.00	107.88	109.32
81.00	68.82	129.83
50.00	58.07	112.74
75.00	33.17	56.10
82.00	60.52	26.80
44.00	69.79	103.46
65.00	91.77	56.10
65.00	99.58	98.09
115.00	78.09	102.00
97.00	35.12	36.57
129.00	100.55	100.53
104.00	60.52	30.71
52.00	50.26	41.94
94.00	106.41	118.11
115.00	36.59	21.43
75.00	45.38	37.54
83.00	49.29	126.90
46.00	73.21	58.54
43.00	95.67	109.81
86.00	94.70	119.57
67.00	71.26	30.71
90.00	89.81	107.86
77.00	75.65	104.93
96.00	93.23	108.34
86.00	76.63	107.86
77.00	56.12	49.26
86.00	84.93	110.79
95.00	71.75	49.75
77.00	62.96	103.95
62.00	68.33	54.63
59.00	73.21	51.21
84.00	90.79	102.97
69.00	72.23	108.83
63.00	76.63	106.88
65.00	67.84	104.44
68.00	72.23	47.80
