44.50	52.42	106.35
83.25	92.19	112.66
114.50	72.31	131.57
85.75	50.97	110.72
62.00	78.61	65.61
50.75	41.27	39.42
97.00	96.07	103.93
97.00	60.67	48.15
88.25	103.35	47.67
67.00	91.71	110.23
80.75	21.38	112.66
62.00	68.91	130.60
119.50	84.92	124.78
79.50	24.78	98.11
94.50	69.40	119.45
54.50	25.75	64.16
52.00	91.71	61.25
98.25	100.44	109.75
40.75	88.80	45.24
54.50	71.82	101.02
105.75	88.31	131.09
45.75	50.48	118.96
98.25	73.28	68.52
95.75	95.10	124.30
117.00	47.57	20.02
48.25	33.51	51.55
63.25	34.96	57.37
50.75	75.22	117.99
80.75	82.49	101.99
75.75	67.94	131.09
94.50	51.45	42.82
55.75	41.27	102.96
122.00	83.46	43.30
120.75	83.46	130.60
100.75	44.18	31.18
43.25	73.28	37.00
79.50	86.37	126.72
58.25	63.09	129.15
38.25	83.95	54.94
117.00	89.28	39.91
112.00	49.03	21.48
38.25	75.22	100.05
89.50	101.41	118.96
65.75	80.55	46.70
50.75	37.87	93.26
64.50	57.27	34.57
99.50	94.13	129.15
85.75	27.20	109.26
82.00	19.93	72.89
64.50	27.20	114.60
85.75	84.92	117.02
77.00	102.86	116.54
79.50	22.35	72.40
124.50	84.43	95.20
122.00	83.95	112.66
110.75	90.74	100.05
68.25	76.67	71.43
107.00	57.27	27.78
82.00	79.10	29.72
112.00	82.01	30.69
42.00	57.27	50.09
55.75	50.97	44.76
122.00	69.40	67.07
88.25	88.31	132.06
102.00	90.25	124.78
78.25	103.83	118.48
43.25	60.67	113.14
122.00	82.01	132.54
52.00	93.16	106.35
58.25	87.83	41.36
117.00	88.80	57.37
70.75	93.65	58.34
95.75	42.24	117.02
44.50	75.70	50.58
73.25	33.51	103.44
97.00	99.47	48.64
109.50	90.74	122.84
95.75	65.03	23.42
110.75	96.07	42.82
77.00	63.58	124.78
50.75	41.27	39.42
49.50	75.70	120.90
64.50	57.27	34.57
117.00	87.34	133.03
118.25	106.74	49.61
80.75	55.33	117.99
119.50	89.77	100.53
58.25	47.57	53.00
94.50	69.40	119.45
82.00	82.49	96.65
50.75	37.39	115.08
110.75	36.42	37.97
94.50	50.00	59.79
118.25	85.40	122.84
80.75	94.62	69.01
74.50	70.37	33.12
102.00	85.89	69.49
114.50	76.19	27.78
83.25	57.76	131.57
92.00	99.95	60.76
90.75	99.95	103.93
45.75	50.48	118.96
122.00	83.95	112.66
87.00	36.42	37.97
110.75	90.74	100.05
52.00	40.30	102.47
97.00	90.74	121.39
84.50	17.50	72.89
32.00	75.70	61.25
115.75	68.91	41.36
62.00	95.10	114.11
53.25	65.52	42.82
44.50	75.70	64.16
92.00	57.27	56.40
94.50	84.92	117.51
85.75	44.18	43.79
58.25	63.09	129.15
53.25	23.81	99.56
