39.75	85.35	67.30
92.25	67.75	58.50
57.25	99.10	103.05
52.25	51.25	103.05
59.75	35.30	59.05
58.50	76.00	28.80
71.00	87.00	65.10
72.25	85.90	125.05
62.25	41.90	105.80
62.25	57.30	106.35
67.25	98.00	62.90
84.75	32.55	50.80
108.50	73.80	131.10
84.75	82.60	66.75
61.00	99.10	116.80
93.50	83.15	120.65
41.00	91.40	111.30
34.75	88.65	98.10
36.00	85.90	100.30
44.75	55.10	94.80
57.25	79.30	126.70
53.50	72.15	33.20
26.00	84.25	61.25
69.75	55.10	30.45
37.25	95.25	49.70
41.00	83.15	37.60
77.25	82.05	67.30
94.75	89.20	44.75
109.75	98.55	55.75
72.25	66.65	42.00
116.00	92.50	60.15
73.50	39.15	110.75
54.75	92.50	43.10
63.50	38.60	99.75
67.25	43.00	109.65
36.00	66.65	51.90
94.75	66.10	50.80
34.75	76.00	100.85
64.75	58.95	121.75
93.50	72.70	120.65
61.00	86.45	123.40
77.25	96.90	109.10
91.00	67.20	27.15
97.25	83.15	34.85
103.50	85.90	121.20
47.25	50.70	103.05
52.25	73.80	120.10
99.75	88.10	57.95
76.00	94.70	107.45
69.75	46.30	123.40
77.25	73.25	55.20
92.25	60.05	34.30
72.25	42.45	111.85
46.00	85.35	61.25
66.00	35.85	45.85
63.50	57.30	106.90
109.75	72.70	130.55
77.25	76.00	130.55
79.75	104.60	55.20
86.00	99.10	103.60
58.50	64.45	37.05
71.00	42.45	34.30
72.25	50.15	114.05
43.50	76.00	59.05
79.75	99.10	45.30
63.50	78.20	127.25
94.75	69.95	55.20
88.50	33.65	42.00
59.75	63.90	125.05
61.00	58.40	127.80
87.25	97.45	53.00
83.50	87.55	56.85
79.75	93.60	51.35
103.50	94.15	30.45
92.25	36.40	34.85
91.00	91.95	44.75
47.25	56.75	100.30
42.25	58.40	51.35
91.00	86.45	44.20
78.50	62.25	29.35
27.25	87.55	97.55
102.25	98.55	110.75
67.25	98.00	62.90
72.25	47.40	37.05
74.75	90.30	34.30
86.00	103.50	55.20
97.25	71.05	135.50
59.75	83.70	58.50
36.00	85.90	100.30
88.50	33.65	45.30
58.50	46.30	39.80
94.75	80.95	64.55
58.50	83.15	46.95
93.50	57.85	136.60
43.50	98.00	54.10
41.00	89.20	97.00
98.50	83.70	117.35
32.25	71.60	94.25
79.75	72.70	50.80
64.75	97.45	105.80
59.75	94.70	43.65
113.50	90.85	105.80
62.25	65.55	121.75
64.75	56.20	131.10
44.75	61.15	53.55
57.25	95.80	96.45
56.00	85.35	116.80
102.25	94.70	100.30
51.00	80.40	127.25
53.50	96.35	54.10
62.25	47.40	35.95
86.00	45.75	52.45
43.50	96.90	45.85
98.50	96.35	101.95
37.25	84.80	107.45
66.00	54.55	44.75
29.75	88.10	54.65
83.50	82.05	36.50
78.50	78.20	37.05
47.25	91.95	55.20
82.25	102.95	105.25
72.25	88.65	106.90
94.75	78.20	132.75
71.00	66.65	119.55
99.75	92.50	37.05
61.00	101.30	57.40
59.75	80.95	117.90
66.00	98.55	42.00
52.25	67.20	105.25
106.00	78.75	113.50
66.00	92.50	119.00
53.50	47.40	112.40
63.50	80.40	113.50
81.00	94.70	54.10
61.00	46.30	115.70
46.00	66.65	39.25
99.75	98.55	120.10
74.75	89.75	114.05
57.25	102.95	55.75
48.50	74.90	104.70
49.75	64.45	116.80
71.00	38.05	106.90
64.75	70.50	126.70
87.25	98.55	117.35
34.75	83.15	51.90
92.25	92.50	37.60
42.25	90.85	100.85
94.75	71.60	33.20
48.50	55.10	101.40
76.00	90.30	61.80
68.50	94.15	48.60
43.50	80.95	102.50
24.75	84.80	60.15
89.75	80.95	124.50
88.50	99.65	99.20
62.25	95.25	63.45
33.50	87.00	113.50
74.75	99.10	108.55
46.00	61.70	45.85
81.00	82.60	33.20
71.00	82.05	128.35
52.25	55.65	100.85
101.00	89.75	45.30
88.50	73.25	60.15
97.25	82.60	25.50
36.00	66.65	117.35
47.25	52.90	44.20
87.25	101.30	108.55
79.75	85.90	45.30
87.25	104.60	49.15
69.75	43.55	117.90
62.25	89.20	37.60
76.00	58.95	29.35
81.00	90.85	120.65
71.00	41.90	110.75
52.25	83.70	45.85
82.25	79.85	62.35
61.00	58.95	47.50
71.00	93.60	60.15
94.75	66.10	50.80
93.50	89.20	45.30
99.75	100.75	48.05
103.50	95.25	44.75
89.75	79.85	45.85
23.50	87.00	102.50
23.50	83.70	60.70
38.50	66.10	101.40
49.75	84.80	34.30
28.50	89.20	52.45
63.50	40.80	37.05
56.00	90.85	55.75
73.50	29.25	47.50
104.75	63.90	22.20
52.25	87.00	50.80
58.50	36.95	53.00
94.75	89.20	44.75
57.25	91.40	43.65
43.50	58.95	109.65
67.25	91.95	61.80
62.25	34.75	60.70
79.75	104.60	55.20
78.50	54.00	40.35
64.75	60.05	53.00
66.00	92.50	110.20
108.50	76.00	112.95
37.25	80.95	122.85
54.75	51.25	104.15
63.50	80.95	42.00
74.75	81.50	132.20
98.50	92.50	114.60
66.00	56.75	113.50
86.00	69.40	53.55
66.00	94.15	100.30
96.00	49.60	26.05
68.50	49.05	115.15
67.25	83.70	64.00
51.00	53.45	109.65
37.25	64.45	119.00
36.00	84.80	106.90
98.50	88.10	60.70
51.00	56.75	51.35
94.75	79.85	39.25
84.75	98.55	108.00
99.75	51.80	136.05
107.25	72.15	103.05
42.25	91.40	117.35
59.75	99.10	109.10
113.50	88.10	119.00
79.75	93.60	99.75
99.75	67.75	26.60
68.50	47.95	55.20
27.25	82.60	49.15
78.50	84.80	114.05
48.50	79.85	35.95
69.75	66.65	110.20
