110.00	99.74	111.41
39.00	80.70	55.26
47.00	54.33	123.13
108.00	69.96	148.52
93.00	55.31	43.05
38.00	83.63	105.07
106.00	82.65	56.24
75.00	76.79	121.67
62.00	78.26	34.75
110.00	91.93	138.76
76.00	105.11	41.59
65.00	31.38	110.44
57.00	102.67	119.23
58.00	48.47	58.68
105.00	33.82	34.75
108.00	70.93	29.87
60.00	100.23	99.70
75.00	23.57	51.84
89.00	89.98	119.23
58.00	64.10	111.41
120.00	91.93	45.50
78.00	93.88	59.66
87.00	43.59	58.68
62.00	89.98	47.45
43.00	66.05	55.75
44.00	81.19	119.71
110.00	79.23	125.09
79.00	63.12	134.85
52.00	49.45	106.53
115.00	105.60	128.99
103.00	48.96	24.50
72.00	44.57	125.57
59.00	53.84	36.71
93.00	85.58	32.31
101.00	76.30	47.94
95.00	93.88	108.97
69.00	58.73	54.29
67.00	54.33	114.34
61.00	79.72	48.91
54.00	74.35	111.41
93.00	63.61	52.82
71.00	95.84	114.83
88.00	67.52	40.12
104.00	73.37	58.68
105.00	93.88	123.62
123.00	109.51	118.25
68.00	44.08	50.38
95.00	46.52	44.03
82.00	102.18	102.14
70.00	25.52	62.10
71.00	62.63	44.03
66.00	44.57	111.90
100.00	80.70	138.27
114.00	84.61	111.90
122.00	87.54	58.19
126.00	101.21	45.50
74.00	64.59	121.67
91.00	32.85	62.59
61.00	102.67	109.46
101.00	46.03	34.75
90.00	53.36	54.77
98.00	91.93	45.01
100.00	103.65	121.18
136.00	102.18	56.24
85.00	87.54	128.50
68.00	88.02	36.22
61.00	36.27	63.07
74.00	75.33	133.87
56.00	39.20	104.58
50.00	93.88	115.81
60.00	68.49	30.85
98.00	56.29	33.29
111.00	101.21	31.82
48.00	71.91	124.60
84.00	107.07	111.90
39.00	93.39	50.87
94.00	106.58	49.40
78.00	99.74	126.06
82.00	95.35	33.78
44.00	67.52	42.08
83.00	37.73	37.68
113.00	84.12	51.36
54.00	79.23	114.34
109.00	94.86	47.45
76.00	98.28	109.46
86.00	58.73	52.82
72.00	78.26	54.77
66.00	74.35	48.91
100.00	100.72	111.41
105.00	93.88	118.74
64.00	76.79	116.79
56.00	89.49	54.77
55.00	81.68	56.24
99.00	75.82	53.31
71.00	64.10	51.84
50.00	70.93	54.29
101.00	89.00	121.18
96.00	86.56	57.70
66.00	71.91	53.31
68.00	61.17	114.34
