96.00	100.90	118.63
103.50	96.53	61.89
53.50	97.02	57.04
106.00	77.62	58.49
66.00	81.98	47.34
51.00	99.93	58.49
76.00	67.92	37.64
56.00	74.71	123.48
109.75	93.62	26.97
112.25	87.32	63.83
103.50	90.71	129.30
113.50	87.80	55.58
44.75	81.50	67.71
91.00	74.22	45.40
58.50	96.05	116.69
34.75	78.59	65.28
106.00	91.20	32.30
93.50	84.89	106.02
111.00	97.99	47.34
71.00	82.95	133.18
43.50	97.02	59.95
99.75	72.28	137.55
107.25	88.29	49.76
76.00	103.81	115.72
84.75	97.99	52.19
83.50	98.47	121.06
67.25	101.38	114.75
48.50	96.05	53.64
78.50	44.64	38.12
118.50	95.08	60.92
64.75	83.92	47.82
93.50	72.77	33.76
76.00	96.05	60.92
92.25	73.74	26.48
114.75	98.47	116.69
51.00	77.62	63.83
37.25	85.38	52.67
111.00	100.90	40.06
86.00	101.87	51.22
89.75	99.93	46.85
87.25	85.38	49.28
44.75	64.52	109.42
39.75	77.62	106.51
68.50	78.10	30.85
81.00	81.01	134.15
86.00	58.22	36.67
96.00	87.32	132.21
86.00	65.49	50.25
73.50	98.47	64.31
46.00	95.56	52.67
81.00	60.16	127.85
59.75	92.65	55.58
73.50	79.07	40.55
84.75	89.26	126.88
84.75	81.98	36.18
47.25	74.22	108.45
76.00	102.84	58.01
102.25	71.80	137.55
86.00	85.86	36.67
64.75	90.71	71.59
68.50	82.95	120.09
98.50	72.77	45.88
32.25	79.07	65.77
94.75	60.64	26.00
59.75	60.64	40.55
107.25	96.05	45.88
76.00	71.80	44.43
89.75	72.28	140.46
91.00	85.38	106.02
63.50	95.08	42.00
43.50	89.26	109.42
81.00	96.05	115.24
98.50	100.41	113.78
54.75	65.98	110.87
94.75	96.53	34.24
96.00	100.90	118.63
103.50	96.53	61.89
53.50	97.02	57.04
106.00	77.62	58.49
66.00	81.98	47.34
51.00	99.93	58.49
76.00	67.92	37.64
56.00	74.71	123.48
109.75	93.62	26.97
112.25	87.32	63.83
103.50	90.71	129.30
113.50	87.80	55.58
44.75	81.50	67.71
91.00	74.22	45.40
58.50	96.05	116.69
34.75	78.59	65.28
106.00	91.20	32.30
93.50	84.89	106.02
111.00	97.99	47.34
71.00	82.95	133.18
43.50	97.02	59.95
99.75	72.28	137.55
107.25	88.29	49.76
76.00	103.81	115.72
84.75	97.99	52.19
83.50	98.47	121.06
67.25	101.38	114.75
48.50	96.05	53.64
78.50	44.64	38.12
118.50	95.08	60.92
64.75	83.92	47.82
93.50	72.77	33.76
76.00	96.05	60.92
92.25	73.74	26.48
114.75	98.47	116.69
51.00	77.62	63.83
37.25	85.38	52.67
111.00	100.90	40.06
86.00	101.87	51.22
89.75	99.93	46.85
87.25	85.38	49.28
44.75	64.52	109.42
39.75	77.62	106.51
68.50	78.10	30.85
81.00	81.01	134.15
86.00	58.22	36.67
96.00	87.32	132.21
86.00	65.49	50.25
73.50	98.47	64.31
46.00	95.56	52.67
81.00	60.16	127.85
59.75	92.65	55.58
73.50	79.07	40.55
84.75	89.26	126.88
84.75	81.98	36.18
47.25	74.22	108.45
76.00	102.84	58.01
102.25	71.80	137.55
86.00	85.86	36.67
64.75	90.71	71.59
68.50	82.95	120.09
98.50	72.77	45.88
32.25	79.07	65.77
94.75	60.64	26.00
59.75	60.64	40.55
107.25	96.05	45.88
76.00	71.80	44.43
89.75	72.28	140.46
91.00	85.38	106.02
63.50	95.08	42.00
43.50	89.26	109.42
81.00	96.05	115.24
98.50	100.41	113.78
54.75	65.98	110.87
94.75	96.53	34.24
56.00	100.90	58.98
77.25	96.53	38.61
94.75	65.98	26.48
52.25	93.62	47.82
87.25	96.05	52.19
67.25	94.59	103.60
57.25	76.16	54.13
42.25	76.16	51.22
69.75	54.34	43.94
82.25	100.90	49.28
88.50	87.80	106.99
51.00	97.99	63.83
34.75	81.98	57.04
64.75	64.52	40.55
31.00	79.07	59.46
69.75	93.62	103.11
77.25	68.40	132.70
83.50	92.65	130.76
39.75	84.89	58.01
46.00	71.80	109.42
79.75	88.77	106.99
108.50	103.32	48.31
97.25	79.07	136.09
54.75	67.92	50.25
119.75	79.07	135.12
89.75	102.35	41.03
38.50	79.07	105.05
48.50	88.29	108.45
111.00	93.62	52.19
104.75	98.96	112.33
87.25	103.32	119.12
97.25	93.62	114.75
102.25	86.83	108.93
48.50	89.26	72.07
113.50	97.02	126.88
88.50	77.62	27.94
37.25	75.68	112.33
108.50	91.20	111.36
77.25	68.40	132.70
97.25	89.74	108.45
61.00	84.89	127.36
58.50	86.83	68.68
97.25	103.81	57.52
64.75	99.93	110.39
49.75	84.89	73.53
84.75	65.01	35.70
89.75	96.05	64.31
84.75	60.64	37.15
92.25	71.80	38.12
33.50	88.77	110.39
